name,link,full_path,dob,taken,gender
Ekki Soekarno,https://id.wikipedia.org/wiki/Ekki_Soekarno,,Nov 28 1961,,1
Eko DJ,https://id.wikipedia.org/wiki/Eko_DJ,,,,1
El Manik,https://id.wikipedia.org/wiki/El_Manik,,Nov 17 1949,,1
Eman,https://id.wikipedia.org/wiki/Eman,,,,1
Emir Mahira,https://id.wikipedia.org/wiki/Emir_Mahira,,Sep 19 1997,,1
Ence Bagus,https://id.wikipedia.org/wiki/Ence_Bagus,,Dec 25 1980,,1
Endi Arfian,https://id.wikipedia.org/wiki/Endi_Arfian,,,,1
Epy Kusnandar,https://id.wikipedia.org/wiki/Epy_Kusnandar,./foto/Biodata_Epy_Kusnandar.jpg,May 1 1964,,1
Ernest Prakasa,https://id.wikipedia.org/wiki/Ernest_Prakasa,,,,1
Ervan Naro,https://id.wikipedia.org/wiki/Ervan_Naro,,Oct 23 1981,,1
Erwin Morron,https://id.wikipedia.org/wiki/Erwin_Morron,./foto/Erwin_Moron_%28foto_dokumen_oleh_IndonesiaFIlmCenter.com%29.jpg,Nov 18 1974,,1
Ery Makmur,https://id.wikipedia.org/wiki/Ery_Makmur,./foto/Ery_Makmur.jpg,Mar 8 1984,,1
Esa Sigit,https://id.wikipedia.org/wiki/Esa_Sigit,,Sep 4 1994,,1
Evan Sanders,https://id.wikipedia.org/wiki/Evan_Sanders,./foto/Evan_Sanders.jpg,Nov 8 1981,,1
Eza Gionino,https://id.wikipedia.org/wiki/Eza_Gionino,,May 10 1990,,1
Fachri Albar,https://id.wikipedia.org/wiki/Fachri_Albar,,Nov 15 1981,,1
Fachri Muhammad,https://id.wikipedia.org/wiki/Fachri_Muhammad,,Jul 18 1996,,1
Fachrul Rozi,https://id.wikipedia.org/wiki/Fachrul_Rozi,,Apr 4 1967,,1
Fadly,https://id.wikipedia.org/wiki/Fadly,,Jun 10 1943,,1
Fadly Jackson,https://id.wikipedia.org/wiki/Fadly_Jackson,,,,1
Fahmi Bo,https://id.wikipedia.org/wiki/Fahmi_Bo,,,,1
Fairly Wattimena,https://id.wikipedia.org/wiki/Fairly_Wattimena,,,,1
Fandy Christian,https://id.wikipedia.org/wiki/Fandy_Christian,,Nov 10 1985,,1
Fanny Fadillah,https://id.wikipedia.org/wiki/Fanny_Fadillah,,,,1
Fara Noor,https://id.wikipedia.org/wiki/Fara_Noor,./foto/Fara_Noor2.JPG,Oct 25 1937,,1
Farhan,https://id.wikipedia.org/wiki/Farhan,./foto/Farhan_DeltaFM.JPG,Feb 25 1970,2011:11:18,1
Faridsyah Zikri,https://id.wikipedia.org/wiki/Faridsyah_Zikri,,Mar 2 1976,,1
Farish Nahdi,https://id.wikipedia.org/wiki/Farish_Nahdi,,Oct 25 1991,,1
Farouk Afero,https://id.wikipedia.org/wiki/Farouk_Afero,./foto/Farouk_Afero%2C_c_1963%2C_Tati_Photo_Studio_-_Before_restoration.jpg,Jun 4 1939,,1
Fathir Muchtar,https://id.wikipedia.org/wiki/Al_Fathir_Muchtar,./foto/Fathir.jpg,Dec 23 1979,,1
Fatih Unru,https://id.wikipedia.org/wiki/Fatih_Unru,,Jul 7 2005,,1
Fauzan Nasrul,https://id.wikipedia.org/wiki/Fauzan_Nasrul,,Sep 03 1990,,1
Fauzan Smith,https://id.wikipedia.org/wiki/Fauzan_Smith,,Aug 21 1986,,1
Fauzi Baadilla,https://id.wikipedia.org/wiki/Fauzi_Baadilla,,Sep 25 1979,,1
Fedi Nuril,https://id.wikipedia.org/wiki/Fedi_Nuril,,Jul 1 1982,,1
Fendi Trihartanto,https://id.wikipedia.org/wiki/Fendi_Trihartanto,,Feb 5 1984,,1
Fendy Chow,https://id.wikipedia.org/wiki/Fendy_Chow,,,,1
Fendy Pradana,https://id.wikipedia.org/wiki/Fendy_Pradana,,,,1
Ferdy Taher,https://id.wikipedia.org/wiki/Ferdy_Taher,,Nov 4 1972,,1
Ferly Putra,https://id.wikipedia.org/wiki/Ferly_Putra,,May 31 1987,,1
Fero Walandouw,https://id.wikipedia.org/wiki/Fero_Walandouw,,Feb 4 1990,,1
Ferry Ardiansyah,https://id.wikipedia.org/wiki/Ferry_Ardiansyah,,,,1
Ferry Fernandez,https://id.wikipedia.org/wiki/Ferry_Fernandez,./foto/Ferry_Fernandez.jpeg,Oct 31 1983,,1
Ferry Gustian,https://id.wikipedia.org/wiki/Ferry_Gustian,,Dec 31 1986,,1
Ferry Irawan,https://id.wikipedia.org/wiki/Ferry_Irawan,,Feb 9 1978,,1
Ferry Maryadi,https://id.wikipedia.org/wiki/Ferry_Maryadi,,Mar 23 1974,,1
Ferry Salim,https://id.wikipedia.org/wiki/Ferry_Salim,,,,1
Fico Fachriza,https://id.wikipedia.org/wiki/Fico_Fachriza,./foto/Ficocacola.jpg,May 24 1994,,1
Fikri Baladraf,https://id.wikipedia.org/wiki/Fikri_Baladraf,,,,1
Fikri Ramadhan,https://id.wikipedia.org/wiki/Fikri_Ramadhan,,,,1
Framly Nainggolan,https://id.wikipedia.org/wiki/Framly_Nainggolan,,Jul 29 1984,,1
Frank Rorimpandey,https://id.wikipedia.org/wiki/Frank_Rorimpandey,./foto/Frank_rorimpandey.jpg,Dec 9 1943,,1
Frans Mohede,https://id.wikipedia.org/wiki/Frans_Mohede,,Feb 6 1976,,1
Frans Nicholas,https://id.wikipedia.org/wiki/Frans_Nicholas,,,,1
Frans Tumbuan,https://id.wikipedia.org/wiki/Frans_Tumbuan,,Aug 3 1939,,1
Fritz G. Schadt,https://id.wikipedia.org/wiki/Fritz_G._Schadt,,May 21 1940,,1
Fuad Alkhar,https://id.wikipedia.org/wiki/Fuad_Alkhar,,,,1
Fuad Idris,https://id.wikipedia.org/wiki/Fuad_Idris,,,,1
Gading Marten,https://id.wikipedia.org/wiki/Gading_Marten,,May 8 1982,,1
Galih Ginanjar,https://id.wikipedia.org/wiki/Galih_Ginanjar,,Apr 9 1988,,1
Gandhi Fernando,https://id.wikipedia.org/wiki/Gandhi_Fernando,./foto/MG_7350-2.jpg,Feb 8 1990,2016:02:23,1
Ganindra Bimo,https://id.wikipedia.org/wiki/Ganindra_Bimo,./foto/Ganindra-Bimo.jpg,Mar 29 1988,,1
Gary Iskak,https://id.wikipedia.org/wiki/Gary_Iskak,,Jul 10 1973,,1
Gatot Brajamusti,https://id.wikipedia.org/wiki/Gatot_Brajamusti,,Aug 29 1962,,1
Gazza Zubizareta,https://id.wikipedia.org/wiki/Gazza_Zubizareta,,,,1
Ge Pamungkas,https://id.wikipedia.org/wiki/Ge_Pamungkas,,,,1
George Kamarullah,https://id.wikipedia.org/wiki/George_Kamarullah,,Jul 30 1949,,1
George Rudy,https://id.wikipedia.org/wiki/George_Rudy,,Oct 30 1955,,1
George Taka,https://id.wikipedia.org/wiki/George_Taka,,Nov 1 1967,,1
Gepeng,https://id.wikipedia.org/wiki/Gepeng,./foto/Gepeng_srimulat.jpg,Aug 27 1950,,1
Gery Puraatmaja,https://id.wikipedia.org/wiki/Gery_Puraatmaja,,,,1
Gilang Dirgahari,https://id.wikipedia.org/wiki/Gilang_Dirgahari,./foto/Gilang_dirgahari.jpg,Aug 17 1989,2009:11:01,1
Gilbert Marciano,https://id.wikipedia.org/wiki/Gilbert_Marciano,./foto/Gilbert_Marciano.jpg,Sep 26 1988,2008:05:20,1
Ginanjar,https://id.wikipedia.org/wiki/Ginanjar,,Aug 05 1964,,1
Giorgino Abraham,https://id.wikipedia.org/wiki/Giorgino_Abraham,,Nov 30 1994,,1
Giovanni L. Tobing,https://id.wikipedia.org/wiki/Giovanni_L._Tobing,,Apr 23 1984,,1
Gito Gilas,https://id.wikipedia.org/wiki/Gito_Gilas,,May 27 1966,,1
Gito Rollies,https://id.wikipedia.org/wiki/Gito_Rollies,,Nov 1 1947,,1
Glenn Alinskie,https://id.wikipedia.org/wiki/Glenn_Alinskie,,Oct 19 1988,,1
Godfried Sancho,https://id.wikipedia.org/wiki/Godfried_Sancho,,May 10 1941,,1
Gofar Hilman,https://id.wikipedia.org/wiki/Gofar_Hilman,,Apr 26 1983,,1
Gogon,https://id.wikipedia.org/wiki/Gogon,,Dec 31 1959,,1
Gugun Gondrong,https://id.wikipedia.org/wiki/Gugun_Gondrong,,,,1
Gunawan Sudradjat,https://id.wikipedia.org/wiki/Gunawan_Sudradjat,,,,1
Guntur Triyoga,https://id.wikipedia.org/wiki/Guntur_Triyoga,./foto/Guntur-triyoga-013.jpg,Oct 24 1987,,1
Guruh Soekarnoputra,https://id.wikipedia.org/wiki/Guruh_Soekarnoputra,,,,1
Gusti Randa,https://id.wikipedia.org/wiki/Gusti_Randa,,Aug 15 1965,,1
Habibi,https://id.wikipedia.org/wiki/Habibi,,Jun 4 1984,,1
Hadi Leo,https://id.wikipedia.org/wiki/Hadi_Leo,,Aug 5 1965,,1
Hadian Saputra,https://id.wikipedia.org/wiki/Hadian_Saputra,,Feb 01 1982,,1
Hadisjam Tahax,https://id.wikipedia.org/wiki/Hadisjam_Tahax,./foto/Hadisjam_Tahax.jpg,Aug 15 1927,,1
Hamas Syahid,https://id.wikipedia.org/wiki/Hamas_Syahid,,Mar 11 1992,,1
Hamidy T. Djamil,https://id.wikipedia.org/wiki/Hamidy_T._Djamil,,Mar 23 1919,,1
Handika Pratama,https://id.wikipedia.org/wiki/Handika_Pratama,,Feb 20 1987,,1
Hardi Fadhillah,https://id.wikipedia.org/wiki/Hardi_Fadhillah,,Dec 6 1985,,1
Hardy Hartono,https://id.wikipedia.org/wiki/Hardy_Hartono,,Nov 16 1983,,1
Harlan Chaniago,https://id.wikipedia.org/wiki/Harlan_Chaniago,,,,1
Harry Capri,https://id.wikipedia.org/wiki/Harry_Capri,,,,1
Harry de Fretes,https://id.wikipedia.org/wiki/Harry_de_Fretes,,Sep 24 1967,,1
Harry Pantja,https://id.wikipedia.org/wiki/Harry_Pantja,,,,1
Harun Sjarief,https://id.wikipedia.org/wiki/Harun_Sjarief,,Jul 5 1938,,1
Hassan Sanusi,https://id.wikipedia.org/wiki/Hassan_Sanusi,./foto/Hassan_Sanusi%2C_Film_Varia_2.2_%28February_1955%29%2C_p11.jpg,Aug 19 1918,,1
Haykal Kamil,https://id.wikipedia.org/wiki/Haykal_Kamil,,,,1
Hendra Cipta,https://id.wikipedia.org/wiki/Hendra_Cipta,,Oct 2 1947,,1
Hengky Kurniawan,https://id.wikipedia.org/wiki/Hengky_Kurniawan,,Oct 21 1982,,1
Hengky Tornando,https://id.wikipedia.org/wiki/Hengky_Tornando,,Apr 29 1963,,1
Henky Solaiman,https://id.wikipedia.org/wiki/Henky_Solaiman,,Aug 30 1941,,1
Herdin Hidayat,https://id.wikipedia.org/wiki/Herdin_Hidayat,./foto/Herdin_Hidayat.jpg,Dec 30 1959,,1
Herichan,https://id.wikipedia.org/wiki/Herichan,,Feb 2 1985,,1
Herjunot Ali,https://id.wikipedia.org/wiki/Herjunot_Ali,,Oct 8 1985,,1
Herman Felani,https://id.wikipedia.org/wiki/Herman_Felani,,Aug 17 1956,,1
Herman Ngantuk,https://id.wikipedia.org/wiki/Herman_Ngantuk,,,,1
Hessel Steven,https://id.wikipedia.org/wiki/Hessel_Steven,,Jul 25 1982,,1
Hikmal Abrar,https://id.wikipedia.org/wiki/Hikmal_Abrar,,,,1
HIM Damsyik,https://id.wikipedia.org/wiki/HIM_Damsyik,./foto/HIM_Damsyik.jpg,Mar 14 1929,,1
Husein Alatas,https://id.wikipedia.org/wiki/Husein_Alatas,,,,1
Husin Lubis,https://id.wikipedia.org/wiki/Husin_Lubis,,,,1
Ian Kasela,https://id.wikipedia.org/wiki/Ian_Kasela,./foto/Ian_Dahsyat.jpg,Sep 17 1976,,1
Iang Darmawan,https://id.wikipedia.org/wiki/Iang_Darmawan,,,,1
Ibnu Jamil,https://id.wikipedia.org/wiki/Ibnu_Jamil,,Apr 30 1982,,1
Ibra Azhari,https://id.wikipedia.org/wiki/Ibra_Azhari,,Dec 30 1969,,1
Ibrahim Kadir,https://id.wikipedia.org/wiki/Ibrahim_Kadir,,Dec 31 1942,,1
Idrus Madani,https://id.wikipedia.org/wiki/Idrus_Madani,,May 1 1955,,1
Igor Saykoji,https://id.wikipedia.org/wiki/Igor_Saykoji,,Jun 8 1983,,1
Ihsan Tarore,https://id.wikipedia.org/wiki/Ihsan_Tarore,./foto/Ihsan_Idol1.jpg,Aug 20 1989,,1
Ikang Fawzi,https://id.wikipedia.org/wiki/Ikang_Fawzi,./foto/Signature_of_Ikang_Fawzi.svg,Oct 23 1959,,1
Ikhsan Samiaji,https://id.wikipedia.org/wiki/Ikhsan_Samiaji,,Apr 15 1978,,1
Iko Uwais,https://id.wikipedia.org/wiki/Iko_Uwais,,,,1
Ikranagara,https://id.wikipedia.org/wiki/Ikranagara,,Sep 19 1943,,1
Ilham Aji Santoso,https://id.wikipedia.org/wiki/Ilham_Aji_Santoso,,Feb 20 1999,,1
Immanuel Caesar Hito,https://id.wikipedia.org/wiki/Immanuel_Caesar_Hito,,May 27 1993,,1
Indra Bekti,https://id.wikipedia.org/wiki/Indra_Bekti,,Dec 28 1977,,1
Indra Birowo,https://id.wikipedia.org/wiki/Indra_Birowo,,,,1
Indra Brasco,https://id.wikipedia.org/wiki/Indra_Brasco,,Oct 26 1974,,1
Indra L. Bruggman,https://id.wikipedia.org/wiki/Indra_Bruggman,,,,1
Indra Herlambang,https://id.wikipedia.org/wiki/Indra_Herlambang,,Mar 16 1976,,1
Indra Perdana Sinaga,https://id.wikipedia.org/wiki/Indra_Perdana_Sinaga,,Jul 10 1983,,1
Indrojoyo Kusumonegoro,https://id.wikipedia.org/wiki/Indrojoyo_Kusumonegoro,,May 8 1958,,1
Iqbaal Dhiafakhri Ramadhan,https://id.wikipedia.org/wiki/Iqbaal_Dhiafakhri_Ramadhan,,,,1
Irfan Bachdim,https://id.wikipedia.org/wiki/Irfan_Bachdim,,,,1
Irfan Hakim,https://id.wikipedia.org/wiki/Irfan_Hakim,,Oct 15 1975,,1
Irfan Penyok,https://id.wikipedia.org/wiki/Irfan_Penyok,,,,1
Irgy Ahmad Fahrezy,https://id.wikipedia.org/wiki/Irgy_Ahmad_Fahrezy,,May 12 1976,,1
Irshadi Bagas,https://id.wikipedia.org/wiki/Irshadi_Bagas,,Apr 16 1995,,1
Irwan Chandra,https://id.wikipedia.org/wiki/Irwan_Chandra,,Nov 3 1976,,1
Irwansyah,https://id.wikipedia.org/wiki/Irwansyah,./foto/Irwansyah3.jpg,Mar 6 1985,,1
Isa Bajaj,https://id.wikipedia.org/wiki/Isa_Bajaj,,Dec 21 1981,,1
Ishaq Iskandar,https://id.wikipedia.org/wiki/Ishaq_Iskandar,,Jul 3 1942,,1
Iskak,https://id.wikipedia.org/wiki/Iskak,./foto/Iskak.jpg,Mar 3 1933,,1
Ismed M. Noor,https://id.wikipedia.org/wiki/Ismed_M._Noor,,,,1
Iszur Muchtar,https://id.wikipedia.org/wiki/Iszur_Muchtar,,Mar 22 1966,,1
Iqbal Pakula,https://id.wikipedia.org/wiki/Iqbal_Pakula,,Feb 21 1977,,1
Ivan Gunawan,https://id.wikipedia.org/wiki/Ivan_Gunawan,,Dec 31 1981,,1
Ivan Permana,https://id.wikipedia.org/wiki/Ivan_Permana,,May 8 1987,,1
Ivan Ray,https://id.wikipedia.org/wiki/Ivan_Ray,,,,1
Iwa-K,https://id.wikipedia.org/wiki/Iwa-K,,Oct 25 1970,,1
Iwan Fals,https://id.wikipedia.org/wiki/Iwan_Fals,,Sep 3 1961,,1
Jaitov Tigor,https://id.wikipedia.org/wiki/Sumaisy_Djaitov_Yanda,./foto/Tigor.jpeg,Dec 14 1968,2012:11:30,1
Jaja Mihardja,https://id.wikipedia.org/wiki/Jaja_Mihardja,,Nov 1 1950,,1
Jamal Mirdad,https://id.wikipedia.org/wiki/Jamal_Mirdad,,May 7 1960,,1
James Sahertian,https://id.wikipedia.org/wiki/James_Sahertian,,May 2 1967,,1
Jamie Aditya,https://id.wikipedia.org/wiki/Jamie_Aditya,,,,1
Jarwo Kwat,https://id.wikipedia.org/wiki/Jarwo_Kwat,./foto/DSCN0219-2.jpg,Aug 23 1967,2014:01:19,1
Jefan Nathanio,https://id.wikipedia.org/wiki/Jefan_Nathanio,,Dec 25 2005,,1
Jeffry Waworuntu,https://id.wikipedia.org/wiki/Jeffry_Waworuntu,,May 5 1965,,1
Jeremias Nyangoen,https://id.wikipedia.org/wiki/Jeremias_Nyangoen,,Jun 29 1968,,1
Jeremy Thomas,https://id.wikipedia.org/wiki/Jeremy_Thomas,,Jul 31 1970,,1
Jerry In't Veld,https://id.wikipedia.org/wiki/Jerry_In%27t_Veld,,Feb 15 1989,,1
Jerry Likumahwa,https://id.wikipedia.org/wiki/Jerry_Likumahwa,,Jun 12 1985,,1
Jimmy Gideon,https://id.wikipedia.org/wiki/Jimmy_Gideon,,Sep 22 1963,,1
Jimmy Kobogau,https://id.wikipedia.org/wiki/Jimmy_Kobogau,,,,1
Jody Super Bejo,https://id.wikipedia.org/wiki/Jody_Sumantri,,,,1
Joe Project P,https://id.wikipedia.org/wiki/Joe_Project_P,,May 6 1967,,1
Joe Richard,https://id.wikipedia.org/wiki/Joe_Richard,,,,1
Joe Taslim,https://id.wikipedia.org/wiki/Joe_Taslim,,,,1
Johan Morgan Purba,https://id.wikipedia.org/wiki/Johan_Morgan_Purba,,Dec 9 1973,,1
Johan Saimima,https://id.wikipedia.org/wiki/Johan_Saimima,,Aug 8 1956,,1
Johny Gudel,https://id.wikipedia.org/wiki/Johny_Gudel,,,,1
Johny Indo,https://id.wikipedia.org/wiki/Johny_Indo,,Nov 6 1948,,1
Jojon,https://id.wikipedia.org/wiki/Jojon,,Jun 5 1947,,1
Jonas Rivanno,https://id.wikipedia.org/wiki/Jonas_Rivanno,,Mar 20 1987,,1
Jonathan Frizzy,https://id.wikipedia.org/wiki/Jonathan_Frizzy,,Apr 13 1982,,1
Jonathan Mulia,https://id.wikipedia.org/wiki/Jonathan_Mulia,,Jul 8 1986,,1
Jordi Onsu,https://id.wikipedia.org/wiki/Jordi_Onsu,./foto/Jordi_Onsu.jpg,Jun 12 1993,2011:08:22,1
Jose Christian,https://id.wikipedia.org/wiki/Jose_Christian,,,,1
Jose Rizal Manua,https://id.wikipedia.org/wiki/Jose_Rizal_Manua,,,,1
Joshua Otay,https://id.wikipedia.org/wiki/Joshua_Otay,./foto/JoshuaOtay.jpg,Nov 30 1993,,1
Joshua Pandelaki,https://id.wikipedia.org/wiki/Joshua_Pandelaki,,Apr 23 1950,,1
Joshua Suherman,https://id.wikipedia.org/wiki/Joshua_Suherman,,Nov 3 1992,,1
Jourast Jordy,https://id.wikipedia.org/wiki/Jourast_Jordy,,Mar 1 1993,,1
Jovial da Lopez,https://id.wikipedia.org/wiki/Jovial_da_Lopez,,Feb 24 1990,,1
Judika,https://id.wikipedia.org/wiki/Judika,./foto/Judik.jpg,Aug 31 1978,,1
Julian Kunto,https://id.wikipedia.org/wiki/Julian_Kunto,,,,1
Julian Liberty,https://id.wikipedia.org/wiki/Julian_Liberty,,Apr 5 1999,,1
Junaedi Salat,https://id.wikipedia.org/wiki/Junaedi_Salat,,,,1
Junior Liem,https://id.wikipedia.org/wiki/Junior_Liem,,Jun 2 1985,,1
Jupiter Fourtissimo,https://id.wikipedia.org/wiki/Jupiter_Fourtissimo,,,,1
Kadir,https://id.wikipedia.org/wiki/Kadir,,Sep 3 1951,,1
Kaharuddin Syah,https://id.wikipedia.org/wiki/Kaharuddin_Syah,./foto/11042803Apr00kaharuddin_syah.jpg,Apr 3 1942,,1
Kang Ibing,https://id.wikipedia.org/wiki/Kang_Ibing,,,,1
Karel Susanteo,https://id.wikipedia.org/wiki/Karel_Susanteo_(Super7),,May 14 1999,,1
Karjo AC-DC,https://id.wikipedia.org/wiki/Karjo_AC-DC,,Oct 10 1935,,1
Kasino Hadiwibowo,https://id.wikipedia.org/wiki/Kasino_Hadiwibowo,,Sep 15 1950,,1
Kelik Pelipur Lara,https://id.wikipedia.org/wiki/Kelik_Pelipur_Lara,,Aug 14 1967,,1
Kelly Kalyubi,https://id.wikipedia.org/wiki/Kelly_Kalyubi,,,,1
Kemal Palevi,https://id.wikipedia.org/wiki/Kemal_Palevi,./foto/Kemal_Palevi_Semua_Tutorialku_Blog.jpg,Aug 25 1989,,1
Kemal Vivaveni,https://id.wikipedia.org/wiki/Kemal_Vivaveni,,Feb 12 1981,,1
Kevin Andrean,https://id.wikipedia.org/wiki/Kevin_Andrean,,Dec 31 1992,,1
Kevin Julio,https://id.wikipedia.org/wiki/Kevin_Julio,./foto/Kevin_Julio_in_2015.jpg,Jul 28 1993,2014:12:21,1
Kevin Lukas,https://id.wikipedia.org/wiki/Kevin_Lukas,,,,1
Kholidi Asadil Alam,https://id.wikipedia.org/wiki/Kholidi_Asadil_Alam,,Mar 30 1989,,1
Khiva Iskak,https://id.wikipedia.org/wiki/Khiva_Iskak,,,,1
Ki Kusumo,https://id.wikipedia.org/wiki/Ki_Kusumo,,Feb 17 1974,,1
Kieran Shidu,https://id.wikipedia.org/wiki/Kieran_Shidu,,May 10 1984,,1
Kies Slamet,https://id.wikipedia.org/wiki/Kies_Slamet,,,,1
Kiki Farrel,https://id.wikipedia.org/wiki/Kiki_Farrel,,May 26 1986,,1
Kiki Rizky,https://id.wikipedia.org/wiki/Kiki_Rizky,,Dec 15 1983,,1
Kiwil,https://id.wikipedia.org/wiki/Kiwil,,Aug 10 1972,,1
Klemens Awi,https://id.wikipedia.org/wiki/Klemens_Awi,,Dec 12 1988,,1
Komeng,https://id.wikipedia.org/wiki/Komeng,./foto/Komeng-1.jpg,Sep 25 1969,,1
Kris Anjar,https://id.wikipedia.org/wiki/Kris_Anjar,,Sep 14 1987,,1
Kris Biantoro,https://id.wikipedia.org/wiki/Kris_Biantoro,./foto/Kris_biantoro.jpg,Mar 17 1938,,1
Krisna Mukti,https://id.wikipedia.org/wiki/Krisna_Mukti,./foto/Krisna_Mukti.jpg,Feb 5 1969,,1
Krisna Murti,https://id.wikipedia.org/wiki/Krisna_Murti,,May 10 1973,,1
Kriss Hatta,https://id.wikipedia.org/wiki/Kriss_Hatta,,Jul 26 1988,,1
Krissno Bossa,https://id.wikipedia.org/wiki/Krissno_Bossa,,,,1
Kukuh Adirizky,https://id.wikipedia.org/wiki/Kukuh_Adirizky,,Jun 27 1988,,1
Kusno Sudjarwadi,https://id.wikipedia.org/wiki/Kusno_Sudjarwadi,./foto/Kusno_sudjarwadi.jpg,Aug 16 1932,,1
Landung Simatupang,https://id.wikipedia.org/wiki/Landung_Simatupang,,Nov 25 1951,,1
Latief Sitepu,https://id.wikipedia.org/wiki/Latief_Sitepu,,May 10 1942,,1
Leon Dozan,https://id.wikipedia.org/wiki/Leon_Dozan,,Jul 27 1997,,1
Leroy Osmani,https://id.wikipedia.org/wiki/Leroy_Osmani,,Apr 23 1956,,1
Lian Firman,https://id.wikipedia.org/wiki/Lian_Firman,,Nov 23 1985,,1
Lilik Sudjio,https://id.wikipedia.org/wiki/Lilik_Sudjio,,,,1
Lionil Hendrik,https://id.wikipedia.org/wiki/Lionil_Hendrik,,,,1
Lolox,https://id.wikipedia.org/wiki/Lolox,./foto/Lolox.jpg,May 13 1989,,1
Lucky Alamsyah,https://id.wikipedia.org/wiki/Lucky_Alamsyah,,,,1
Lucky Hakim,https://id.wikipedia.org/wiki/Lucky_Hakim,,,,1
Lucky Martin,https://id.wikipedia.org/wiki/Lucky_Martin,,Mar 3 1995,,1
Lucky Moniaga,https://id.wikipedia.org/wiki/Lucky_Moniaga,./foto/Lucky_Moniaga.jpg,Apr 30 1979,,1
Lucky Perdana,https://id.wikipedia.org/wiki/Lucky_Perdana,,Apr 8 1986,,1
Lukman Sardi,https://id.wikipedia.org/wiki/Lukman_Sardi,,Jul 14 1971,,1
M. Pandji Anom,https://id.wikipedia.org/wiki/M._Pandji_Anom,./foto/M_Pandji_Anom%2C_Star_News_X.7_%281962%29%2C_p24.jpg,Apr 3 1915,,1
M. Ridwan,https://id.wikipedia.org/wiki/M._Ridwan,./foto/M_Ridwan.jpg,Apr 28 1974,,1
Malih,https://id.wikipedia.org/wiki/Malih,,Apr 12 1949,,1
Malino Djunaedy,https://id.wikipedia.org/wiki/Malino_Djunaedy,,Sep 20 1940,,1
Malvino Fajaro,https://id.wikipedia.org/wiki/Malvino_Fajaro,,Aug 12 1982,,1
Mamiek Prakoso,https://id.wikipedia.org/wiki/Mamiek_Prakoso,,Apr 6 1961,,1
Mandala Shoji,https://id.wikipedia.org/wiki/Mandala_Shoji,,Oct 6 1982,,1
Mandra,https://id.wikipedia.org/wiki/Mandra,,May 2 1964,,1
Mang Diman,https://id.wikipedia.org/wiki/Mang_Diman,./foto/Mang_Diman.jpg,Nov 23 1930,,1
Mang Dudung,https://id.wikipedia.org/wiki/Mang_Dudung,./foto/Mang_Dudung.jpg,Apr 28 1930,,1
Mang Udel,https://id.wikipedia.org/wiki/Mang_Udel,,,,1
Mang Udi,https://id.wikipedia.org/wiki/Mang_Udi,,Apr 28 1928,,1
Mangara M. Siahaan,https://id.wikipedia.org/wiki/Mangara_M._Siahaan,./foto/Mangara.jpeg,Apr 19 1947,,1
Mansjur Sjah,https://id.wikipedia.org/wiki/Mansjur_Sjah,./foto/Mansyur_Syah.jpg,Sep 21 1936,,1
Mansyur Syahdan,https://id.wikipedia.org/wiki/Mansyur_Syahdan,,,,1
Marcel Chandrawinata,https://id.wikipedia.org/wiki/Marcel_Chandrawinata,,Mar 29 1987,,1
Marcell Darwin,https://id.wikipedia.org/wiki/Marcell_Darwin,,Aug 5 1990,,1
Marcell Domits,https://id.wikipedia.org/wiki/Marcell_Domits,,Mar 27 1985,,1
Marcell Siahaan,https://id.wikipedia.org/wiki/Marcell_Siahaan,,Sep 21 1977,,1
Marcellino Lefrandt,https://id.wikipedia.org/wiki/Marcellino_Lefrandt,,Jul 19 1974,,1
Mario Irwinsyah,https://id.wikipedia.org/wiki/Mario_Irwinsyah,,Oct 30 1982,,1
Mario Lawalata,https://id.wikipedia.org/wiki/Mario_Lawalata,,May 3 1980,,1
Mario Maulana,https://id.wikipedia.org/wiki/Mario_Maulana,./foto/Mario_Maulana.jpg,Mar 11 1981,2014:05:11,1
Marlon Renaldy,https://id.wikipedia.org/wiki/Marlon_Renaldy,,Jun 12 1972,,1
Mark Sungkar,https://id.wikipedia.org/wiki/Mark_Sungkar,,Oct 22 1948,,1
Marrio Merdhitia,https://id.wikipedia.org/wiki/Marrio_Merdhitia,,Jul 20 1986,,1
Maruli Sitompul,https://id.wikipedia.org/wiki/Maruli_Sitompul,./foto/Maruli_sitompul.jpg,Dec 21 1937,,1
Maruli Tampubolon,https://id.wikipedia.org/wiki/Maruli_Tampubolon,,Mar 26 1987,,1
Marwoto,https://id.wikipedia.org/wiki/Marwoto,,Oct 21 1952,,1
Masito Sitorus,https://id.wikipedia.org/wiki/Masito_Sitorus,./foto/Masitositorus.jpg,Nov 25 1930,,1
Mastur,https://id.wikipedia.org/wiki/Mastur,,,,1
Mat Drajat,https://id.wikipedia.org/wiki/Mat_Drajat,,Jun 15 1969,,1
Mat Solar,https://id.wikipedia.org/wiki/Mat_Solar,,Dec 4 1962,,1
Mathias Muchus,https://id.wikipedia.org/wiki/Mathias_Muchus,,Feb 15 1957,,1
Matnoor Tindaon,https://id.wikipedia.org/wiki/Matnoor_Tindaon,,Aug 20 1937,,1
Maxime Bouttier,https://id.wikipedia.org/wiki/Maxime_Bouttier,,Apr 22 1993,,1
McDanny,https://id.wikipedia.org/wiki/McDanny,,,,1
Meidian Maladi,https://id.wikipedia.org/wiki/Meidian_Maladi,,May 6 1986,,1
